Cycle,NO.1,NO.2,NO.3,NO.4,NO.5,NO.6,NO.7,NO.8,NO.9,NO.10,NO.11,NO.12,NO.13,NO.14,NO.15,NO.16,NO.17,NO.18,NO.19,NO.20,NO.21,NO.22,NO.23,NO.24,NO.25,NO.26,NO.27,NO.28,NO.29,NO.30,NO.31,NO.32,NO.33,NO.34,NO.35,NO.36,NO.37,NO.38,NO.39,NO.40,NO.41,NO.42,NO.43,NO.44,NO.45,NO.46,NO.47,NO.48,NO.49,NO.50,NO.51,NO.52,NO.53,NO.54,NO.55,NO.56,NO.57,NO.58,NO.59,NO.60,NO.61,NO.62,NO.63,NO.64,NO.65,NO.66,NO.67,NO.68,NO.69,NO.70,NO.71,NO.72,NO.73,NO.74,NO.75,NO.76,NO.77,NO.78,NO.79
28,1.078757608,1.059153948,1.075962755,1.067112107,1.085211536,1.076304914,1.060880281,1.086129538,1.076575787,1.088132678,1.079433467,1.080930801,1.085198585,1.080143544,1.093925472,1.078629633,1.092738611,1.073395208,1.079442748,1.075618109,1.074229193,1.083891795,1.08182651,1.080718332,1.082675998,1.067727242,1.083576743,1.084730953,1.077188005,1.094465098,1.024220675,1.067100694,1.052349951,1.065436349,1.067587941,1.053740854,1.027191184,1.073012269,1.083882282,1.073189534,1.080326801,1.068155888,1.069509574,1.064448947,1.073889932,1.067061294,1.073962813,1.077828586,1.034435089,1.069317907,1.078948006,1.083710911,1.073585815,1.069683168,1.084066924,1.080563373,1.073742033,1.085358505,1.076565176,1.072293551,1.080792957,1.077084721,1.074916677,1.071113338,1.078889864,1.044073602,1.068869022,1.041995985,1.064305056,1.061426934,1.060750598,1.064923139,1.065407988,1.069468261,1.07301916,1.061391976,1.059647988,1.053297319,1.067963828
29,1.078760624,1.059113345,1.07591275,1.067085653,1.085220284,1.076294375,1.060796283,1.08601645,1.076560696,1.088111421,1.079363193,1.080887803,1.085146693,1.080122421,1.093899114,1.078568511,1.09267363,1.073347976,1.079369738,1.075542962,1.074200307,1.083821706,1.081810265,1.080715619,1.082557735,1.067642228,1.083450672,1.084614693,1.07720273,1.094425552,1.023631918,1.06697561,1.052134416,1.065157164,1.067518132,1.053521686,1.027043717,1.072878923,1.083742599,1.073054647,1.080194803,1.06798065,1.069396048,1.064316602,1.073754139,1.066941384,1.073855888,1.077770925,1.033972437,1.069228661,1.078910006,1.083635287,1.073502003,1.069596443,1.083998854,1.080483763,1.073705904,1.085308397,1.076430937,1.072190553,1.08064549,1.076971542,1.07487929,1.071014147,1.078847058,1.044064759,1.068760441,1.041666638,1.064356746,1.061480995,1.060757232,1.064920523,1.065416226,1.069469149,1.073029653,1.061438414,1.059663361,1.053321046,1.067980754
30,1.078763415,1.059072439,1.075862593,1.067058378,1.085227846,1.076283162,1.060710651,1.085903943,1.07654511,1.088089576,1.079293152,1.080844538,1.085094854,1.080099993,1.093872066,1.078507194,1.092608567,1.073300553,1.079296807,1.075467761,1.074170161,1.083751526,1.081793834,1.080712216,1.082440873,1.067557428,1.083326562,1.084499947,1.077213983,1.094385656,1.023036461,1.066847489,1.051917272,1.064880279,1.067447154,1.053302842,1.02689234,1.072743419,1.083603222,1.072918208,1.080062085,1.067806743,1.069282224,1.064182026,1.073616313,1.066820527,1.073749266,1.077712247,1.033501945,1.069137441,1.078870545,1.083559721,1.073418027,1.06950645,1.08393013,1.080403821,1.073666457,1.08525613,1.07629611,1.072086391,1.080499354,1.076858417,1.074841759,1.070913594,1.078801444,1.044053674,1.068650991,1.041336315,1.064406966,1.061533693,1.060763452,1.064917381,1.065423637,1.069469286,1.073039244,1.061483607,1.059677838,1.053343341,1.067997323
31,1.07876598,1.059031236,1.075812287,1.067030296,1.085234236,1.076271282,1.060623413,1.085792014,1.076529032,1.08806715,1.079223343,1.080801008,1.08504307,1.08007628,1.093844335,1.078445686,1.092543424,1.073252946,1.07922396,1.075392514,1.074138776,1.083681262,1.081777217,1.080708129,1.082325398,1.067472848,1.083204391,1.084386699,1.077221814,1.094345416,1.022434535,1.066716379,1.051698546,1.064605667,1.067375031,1.05308433,1.026737142,1.072605811,1.08346415,1.072780245,1.079928671,1.067634158,1.069168118,1.064045272,1.073476494,1.066698751,1.07364295,1.077652582,1.033023838,1.069044293,1.078829656,1.083484226,1.073333908,1.069413267,1.083860769,1.080323572,1.07362377,1.085201764,1.076160707,1.071981104,1.080354536,1.076745354,1.074804092,1.070811714,1.078753105,1.044040372,1.068540697,1.041005046,1.064455725,1.061585039,1.060769261,1.064913719,1.065430225,1.069468678,1.073047943,1.061527563,1.059691422,1.05336422,1.068013537
32,1.078768319,1.058989742,1.075761835,1.06700142,1.085239467,1.076258744,1.060534593,1.085680663,1.076512469,1.08804415,1.079153768,1.080757218,1.084991339,1.080051301,1.093815931,1.078383996,1.092478208,1.073205162,1.079151201,1.075317227,1.074106177,1.083610925,1.081760415,1.080703361,1.0822113,1.067388491,1.083084135,1.084274934,1.077226272,1.094304835,1.021826367,1.066582329,1.051478262,1.064333304,1.067301781,1.052866157,1.026578212,1.072466152,1.083325379,1.072640788,1.079794583,1.067462882,1.069053749,1.063906391,1.07333472,1.06657608,1.073536945,1.077591962,1.032538342,1.068949262,1.078787372,1.083408812,1.073249663,1.06931697,1.083790792,1.080243037,1.073577921,1.085145356,1.076024738,1.071874729,1.080211024,1.076632359,1.074766297,1.070708541,1.078702122,1.044024877,1.068429585,1.040672859,1.064503034,1.061635041,1.06077466,1.064909538,1.065435997,1.069467329,1.073055756,1.061570292,1.059704121,1.053383697,1.068029398
33,1.078770435,1.058947963,1.075711242,1.066971764,1.08524355,1.076245555,1.060444219,1.085569887,1.076495423,1.088020583,1.079084426,1.08071317,1.084939662,1.080025078,1.093786862,1.078322128,1.09241292,1.073157206,1.079078536,1.075241908,1.074072385,1.083540523,1.08174343,1.08069792,1.082098567,1.067304363,1.08296577,1.084164637,1.077227407,1.094263919,1.021212181,1.066445387,1.051256443,1.064063164,1.067227426,1.052648327,1.026415637,1.072324497,1.083186907,1.072499866,1.079659845,1.067292907,1.068939134,1.063765436,1.07319103,1.066452542,1.073431253,1.077530416,1.032045679,1.068852391,1.078743722,1.083333493,1.073165313,1.069217636,1.083720215,1.080162237,1.073528985,1.085086961,1.075888217,1.071767303,1.080068805,1.076519436,1.074728383,1.070604107,1.078648574,1.044007211,1.06831768,1.040339784,1.064548904,1.061683708,1.060779651,1.064904842,1.065440958,1.069465245,1.07306269,1.0616118,1.059715941,1.053401788,1.068044905
34,1.078772326,1.058905906,1.07566051,1.066941342,1.085246499,1.076231724,1.060352316,1.085459685,1.076477899,1.087996456,1.079015318,1.080668869,1.08488804,1.079997629,1.093757136,1.078260089,1.092347567,1.073109086,1.079005968,1.075166564,1.074037425,1.083470064,1.081726262,1.08069181,1.081987189,1.067220468,1.082849274,1.084055793,1.077225266,1.094222672,1.020592194,1.066305601,1.051033114,1.06379522,1.067151986,1.052430848,1.026249506,1.072180898,1.083048729,1.072357506,1.07952448,1.06712422,1.068824288,1.063622456,1.073045462,1.066328159,1.073325877,1.077467975,1.031546066,1.068753725,1.078698739,1.083258279,1.073080875,1.06911534,1.083649057,1.080081194,1.073477039,1.085026635,1.075751154,1.071658861,1.079927864,1.076406592,1.074690356,1.070498446,1.07859254,1.043987398,1.068205007,1.040005848,1.064593345,1.061731052,1.060784236,1.064899634,1.065445115,1.069462431,1.073068752,1.061652098,1.059726888,1.053418506,1.068060061
35,1.078773995,1.058863576,1.075609644,1.066910166,1.085248326,1.076217258,1.06025891,1.085350054,1.0764599,1.087971773,1.078946444,1.080624318,1.084836472,1.079968973,1.093726761,1.078197885,1.09228215,1.073060806,1.078933502,1.0750912,1.074001318,1.083399557,1.081708911,1.080685037,1.081877153,1.067136811,1.082734623,1.083948385,1.077219898,1.094181099,1.019966623,1.066163017,1.050808298,1.063529447,1.067075482,1.052213724,1.026079903,1.072035406,1.082910843,1.072213736,1.079388508,1.066956813,1.068709229,1.063477502,1.072898053,1.066202958,1.073220821,1.077404668,1.031039719,1.068653307,1.078652453,1.08318318,1.072996369,1.069010156,1.083577335,1.079999928,1.073422155,1.084964434,1.075613561,1.07154944,1.079788188,1.07629383,1.074652224,1.070391589,1.078534096,1.043965462,1.068091589,1.03967108,1.064636368,1.06177708,1.060788417,1.064893918,1.065448473,1.069458894,1.073073949,1.061691192,1.059736967,1.053433868,1.068074868
36,1.078775441,1.058820978,1.075558647,1.066878251,1.085249044,1.076202166,1.060164026,1.085240994,1.076441432,1.087946544,1.078877805,1.080579522,1.08478496,1.079939132,1.093695746,1.078135522,1.092216675,1.073012374,1.078861141,1.075015823,1.073964086,1.083329011,1.08169138,1.080677605,1.081768448,1.067053395,1.082621793,1.083842399,1.077211351,1.094139205,1.019335678,1.066017682,1.050582019,1.06326582,1.066997932,1.051996961,1.025906914,1.071888071,1.082773245,1.072068585,1.079251952,1.066790673,1.068593972,1.063330623,1.072748841,1.066076962,1.073116087,1.077340524,1.03052685,1.068551179,1.078604893,1.083108208,1.07291181,1.068902158,1.083505066,1.079918459,1.073364408,1.08490041,1.075475448,1.071439071,1.079649764,1.076181156,1.074613992,1.070283568,1.078473319,1.043941426,1.067977452,1.039335509,1.064677983,1.061821803,1.060792195,1.064887696,1.065451037,1.069454637,1.073078289,1.061729092,1.059746186,1.053447887,1.068089326
37,1.078776666,1.05877812,1.075507522,1.06684561,1.085248665,1.076186454,1.06006769,1.085132503,1.076422498,1.087920773,1.0788094,1.080534483,1.084733503,1.079908122,1.093664098,1.078073006,1.092151146,1.072963795,1.078788891,1.07494044,1.073925751,1.083258432,1.081673668,1.08066952,1.081661063,1.066970226,1.082510762,1.083737819,1.077199673,1.094096994,1.018699565,1.065869642,1.050354299,1.063004312,1.066919356,1.051780564,1.025730624,1.071738945,1.082635931,1.071922079,1.079114834,1.06662579,1.068478532,1.063181867,1.07259786,1.065950195,1.073011678,1.077275572,1.030007669,1.068447383,1.078556089,1.083033372,1.072827217,1.068791416,1.083432268,1.079836806,1.07330387,1.084834617,1.075336825,1.07132779,1.079512577,1.076068574,1.074575666,1.070174415,1.078410282,1.043915313,1.067862618,1.038999161,1.0647182,1.061865229,1.060795573,1.064880973,1.065452814,1.069449666,1.073081778,1.061765805,1.059754548,1.053460579,1.068103436
38,1.078777669,1.058735005,1.075456273,1.066812254,1.085247201,1.076170132,1.059969928,1.085024578,1.076403101,1.087894467,1.07874123,1.080489205,1.084682102,1.079875965,1.093631826,1.078010342,1.092085565,1.072915075,1.078716754,1.074865056,1.073886336,1.08318783,1.081655776,1.080660788,1.081554988,1.066887307,1.082401507,1.08363463,1.07718491,1.094054471,1.018058488,1.065718942,1.05012516,1.062744897,1.066839772,1.051564538,1.025551116,1.071588075,1.082498898,1.071774245,1.078977174,1.066462153,1.068362926,1.063031283,1.072445148,1.06582268,1.072907595,1.077209838,1.029482382,1.068341961,1.078506071,1.082958684,1.072742607,1.068678004,1.083358957,1.079754989,1.073240613,1.084767106,1.075197703,1.071215628,1.079376611,1.075956086,1.074537252,1.07006416,1.078345059,1.043887146,1.06774711,1.038662064,1.06475703,1.061907369,1.060798553,1.06487375,1.065453809,1.069443988,1.073084424,1.06180134,1.059762062,1.053471957,1.0681172
39,1.078778452,1.058691641,1.075404903,1.066778199,1.085244664,1.076153206,1.059870764,1.084917218,1.076383248,1.087867632,1.078673295,1.080443691,1.084630756,1.079842679,1.093598938,1.077947536,1.092019936,1.07286622,1.078644736,1.074789679,1.073845862,1.083117212,1.081637705,1.080651413,1.081450209,1.066804643,1.082294003,1.083532816,1.077167111,1.09401164,1.017412647,1.065565628,1.049894626,1.062487549,1.0667592,1.051348888,1.025368473,1.071435511,1.08236214,1.071625109,1.078838992,1.06629975,1.068247166,1.062878917,1.07229074,1.065694439,1.07280384,1.077143351,1.028951191,1.068234953,1.078454868,1.082884151,1.072657996,1.068561991,1.083285149,1.079673027,1.073174707,1.084697929,1.075058092,1.071102617,1.079241854,1.075843697,1.074498755,1.069952834,1.078277722,1.043856947,1.06763095,1.038324246,1.064794482,1.061948231,1.060801136,1.064866032,1.065454027,1.069437606,1.073086233,1.061835705,1.059768732,1.053482037,1.06813062
40,1.078779016,1.058648033,1.075353416,1.066743455,1.085241067,1.076135684,1.059770223,1.084810421,1.07636294,1.087840276,1.078605595,1.080397946,1.084579467,1.079808282,1.093565441,1.077884594,1.091954265,1.072817237,1.07857284,1.074714314,1.07380435,1.083046587,1.081619456,1.080641402,1.081346716,1.066722237,1.082188229,1.083432362,1.077146322,1.093968506,1.016762234,1.065409744,1.049662718,1.062232243,1.066677658,1.051133617,1.025182777,1.071281299,1.082225654,1.071474697,1.07870031,1.06613857,1.068131269,1.062724817,1.07213467,1.065565495,1.072700415,1.077076137,1.028414297,1.068126399,1.078402508,1.082809784,1.0725734,1.068443447,1.083210861,1.079590936,1.073106222,1.084627137,1.074918002,1.070988788,1.079108288,1.07573141,1.074460178,1.069840465,1.078208341,1.04382474,1.067514161,1.037985732,1.064830569,1.061987824,1.060803323,1.064857822,1.065453475,1.069430526,1.073087213,1.061868907,1.059774565,1.053490833,1.068143696
41,1.07877936,1.058604187,1.075301814,1.066708037,1.085236423,1.076117574,1.05966833,1.084704185,1.076342183,1.087812404,1.078538131,1.080351973,1.084528235,1.079772794,1.093531345,1.077821521,1.091888553,1.07276813,1.07850107,1.074638967,1.073761822,1.082975961,1.08160103,1.080630758,1.081244498,1.066640093,1.08208416,1.083333252,1.077122589,1.093925073,1.016107443,1.065251333,1.049429457,1.061978952,1.066595162,1.050918731,1.024994109,1.071125486,1.082089435,1.071323036,1.078561147,1.065978603,1.068015248,1.062569028,1.071976972,1.06543587,1.072597322,1.077008224,1.027871897,1.06801634,1.078349019,1.082735592,1.072488835,1.068322441,1.083136108,1.079508735,1.073035227,1.084554778,1.074777442,1.07087417,1.0789759,1.075619225,1.074421527,1.069727085,1.078136986,1.043790547,1.067396763,1.03764655,1.064865298,1.062026158,1.060805118,1.064849121,1.065452158,1.069422753,1.07308737,1.061900956,1.059779566,1.053498359,1.068156431
42,1.078779486,1.058560107,1.075250103,1.066671957,1.085230742,1.076098884,1.05956511,1.084598508,1.07632098,1.087784022,1.078470902,1.080305775,1.084477059,1.079736232,1.093496656,1.077758324,1.091822804,1.072718905,1.078429429,1.074563644,1.073718298,1.082905342,1.081582428,1.080619487,1.081143543,1.066558215,1.081981774,1.08323547,1.077095958,1.093881346,1.015448458,1.06509044,1.049194865,1.06172765,1.066511731,1.050704232,1.024802549,1.070968118,1.081953478,1.071170149,1.078421523,1.065819836,1.067899116,1.062411596,1.071817681,1.065305584,1.072494561,1.076939636,1.027324185,1.067904814,1.078294428,1.082661583,1.072404315,1.068199041,1.083060906,1.079426441,1.072961789,1.084480901,1.074636421,1.070758793,1.078844672,1.075507147,1.074382803,1.069612721,1.078063724,1.043754391,1.067278779,1.037306726,1.064898681,1.062063243,1.060806521,1.064839935,1.065450081,1.069414293,1.073086712,1.061931859,1.059783741,1.05350463,1.068168824
43,1.078779394,1.0585158,1.075198283,1.066635227,1.085224037,1.076079621,1.059460587,1.084493389,1.076299335,1.087755138,1.078403909,1.080259355,1.08442594,1.079698617,1.093461382,1.077695006,1.091757023,1.072669568,1.078357922,1.074488351,1.0736738,1.082834737,1.08156365,1.080607594,1.081043841,1.066476607,1.081881047,1.083139002,1.077066476,1.093837329,1.014785465,1.064927107,1.048958962,1.06147831,1.066427382,1.050490125,1.024608176,1.07080924,1.081817779,1.071016062,1.078281458,1.065662257,1.067782888,1.062252564,1.07165683,1.065174658,1.072392134,1.0768704,1.026771351,1.06779186,1.078238763,1.082587766,1.072319857,1.068073313,1.08298527,1.07934407,1.072885975,1.084405555,1.074494949,1.070642685,1.07871459,1.075395175,1.074344011,1.069497401,1.077988623,1.043716293,1.067160228,1.036966286,1.064930729,1.062099086,1.060807534,1.064830266,1.065447251,1.069405151,1.073085245,1.061961625,1.059787097,1.053509659,1.068180878
44,1.078779085,1.058471271,1.07514636,1.06659786,1.08521632,1.076059793,1.059354785,1.084388824,1.076277252,1.087725756,1.078337152,1.080212717,1.084374878,1.079659965,1.093425532,1.077631575,1.091691212,1.072620125,1.078286552,1.074413093,1.073628347,1.082764154,1.081544697,1.080595085,1.080945378,1.066395272,1.081781958,1.08304383,1.077034188,1.093793027,1.014118641,1.064761376,1.04872177,1.061230906,1.066342132,1.050276413,1.024411069,1.070648895,1.081682332,1.0708608,1.078140969,1.065505856,1.067666575,1.062091978,1.071494452,1.065043112,1.072290041,1.076800541,1.026213584,1.067677515,1.078182051,1.082514148,1.072235473,1.067945325,1.082909215,1.079261637,1.072807852,1.084328786,1.074353033,1.070525874,1.078585637,1.075283312,1.074305152,1.069381155,1.077911748,1.043676277,1.067041132,1.036625256,1.06496145,1.062133699,1.06080816,1.064820117,1.065443672,1.069395332,1.073082975,1.061990261,1.059789639,1.05351346,1.068192594
45,1.07877856,1.058426525,1.075094336,1.066559869,1.085207602,1.076039407,1.05924773,1.084284813,1.076254735,1.087695883,1.078270631,1.080165865,1.084323874,1.079620295,1.093389113,1.077568035,1.091625375,1.07257058,1.078215323,1.074337876,1.07358196,1.082693599,1.081525571,1.080581964,1.080848145,1.066314215,1.081684481,1.082949941,1.076999139,1.093748443,1.013448161,1.06459329,1.048483307,1.060985412,1.066255997,1.050063099,1.024211305,1.070487127,1.081547131,1.070704386,1.078000075,1.06535062,1.067550191,1.06192988,1.071330578,1.064910967,1.072188283,1.076730083,1.025651068,1.067561818,1.078124318,1.082440738,1.072151179,1.06781514,1.082832755,1.07917916,1.072727485,1.084250639,1.074210682,1.070408385,1.078457797,1.075171558,1.074266229,1.069264008,1.077833164,1.043634364,1.066921508,1.036283661,1.064990855,1.062167089,1.0608084,1.064809491,1.065439351,1.069384841,1.073079911,1.062017775,1.059791373,1.053516049,1.068203972
46,1.078777818,1.058381568,1.075042215,1.066521265,1.085197897,1.07601847,1.059139443,1.084181354,1.076231789,1.087665525,1.078204345,1.080118802,1.084272928,1.079579626,1.093352133,1.077504391,1.091559515,1.07252094,1.078144238,1.074262705,1.07353466,1.082623081,1.081506271,1.080568237,1.080752129,1.066233437,1.081588596,1.082857317,1.076961374,1.093703582,1.012774196,1.064422891,1.048243595,1.060741801,1.066168993,1.049850186,1.024008962,1.070323978,1.081412173,1.070546843,1.077858795,1.065196537,1.067433748,1.061766313,1.07116524,1.064778241,1.07208686,1.076659049,1.025083986,1.067444804,1.07806559,1.082367544,1.072066988,1.067682824,1.082755905,1.079096652,1.072644938,1.084171161,1.074067904,1.070290245,1.078331052,1.075059914,1.074227243,1.069145988,1.077752932,1.043590577,1.066801378,1.035941527,1.065018955,1.062199265,1.060808256,1.064798391,1.065434292,1.069373683,1.073076059,1.062044176,1.059792305,1.053517438,1.068215016
47,1.078776862,1.058336406,1.074989999,1.066482061,1.085187215,1.07599699,1.059029951,1.084078443,1.076208416,1.087634689,1.078138296,1.080071531,1.08422204,1.079537974,1.093314599,1.077440649,1.091493635,1.072471209,1.0780733,1.074187586,1.073486466,1.082552604,1.081486799,1.080553909,1.08065732,1.066152943,1.081494278,1.082765944,1.076920937,1.093658449,1.012096914,1.064250218,1.048002652,1.060500047,1.066081135,1.049637677,1.023804114,1.07015949,1.081277449,1.070388196,1.077717147,1.065043595,1.067317258,1.061601318,1.070998471,1.064644953,1.071985772,1.076587465,1.024512514,1.06732651,1.078005893,1.082294571,1.071982912,1.06754844,1.082678679,1.079014127,1.072560273,1.084090396,1.073924708,1.070171479,1.078205386,1.07494838,1.074188195,1.069027121,1.077671116,1.043544937,1.066680759,1.035598878,1.065045758,1.062230238,1.060807729,1.064786821,1.065428502,1.069361864,1.073071425,1.062069471,1.05979244,1.053517642,1.068225725
48,1.078775691,1.058291042,1.074937692,1.066442268,1.085175567,1.075974975,1.058919275,1.08397608,1.076184622,1.08760338,1.078072482,1.080024055,1.08417121,1.079495359,1.09327652,1.077376813,1.09142774,1.072421392,1.078002514,1.074112524,1.073437398,1.082482176,1.081467156,1.080538984,1.080563705,1.066072736,1.081401504,1.082675804,1.076877874,1.093613047,1.011416477,1.064075313,1.047760498,1.060260123,1.06599244,1.049425574,1.023596838,1.069993703,1.081142956,1.070228467,1.077575147,1.064891783,1.067200731,1.061434937,1.070830299,1.064511122,1.071885019,1.076515352,1.023936831,1.067206973,1.077945252,1.082221828,1.071898966,1.067412049,1.08260109,1.078931601,1.072473554,1.084008387,1.0737811,1.070052111,1.078080782,1.074836955,1.074149086,1.068907433,1.077587775,1.043497466,1.06655967,1.035255739,1.065071276,1.062260015,1.060806822,1.064774784,1.065421986,1.069349388,1.073066016,1.062093669,1.059791784,1.053516674,1.0682361
